Question,Prediction,Ground_Truth,ExactMatch,F1Score,Latency(s),Total_Tokens,Input_Tokens,Output_Tokens
Were Scott Derrickson and Ed Wood of the same nationality?,ERROR,yes,0.0,0.0,0.00,0,0,0
What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,ERROR,Chief of Protocol,0.0,0.0,0.00,0,0,0
"What science fantasy young adult series, told in first person, has a set of companion books narrating the stories of enslaved worlds and alien species?",ERROR,Animorphs,0.0,0.0,0.00,0,0,0
Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,ERROR,no,0.0,0.0,0.00,0,0,0
"The director of the romantic comedy ""Big Stone Gap"" is based in what New York city?",ERROR,"Greenwich Village, New York City",0.0,0.0,0.00,0,0,0
2014 S/S is the debut album of a South Korean boy group that was formed by who?,ERROR,YG Entertainment,0.0,0.0,0.00,0,0,0
Who was known by his stage name Aladin and helped organizations improve their performance as a consultant?,ERROR,Eenasul Fateh,0.0,0.0,0.00,0,0,0
The arena where the Lewiston Maineiacs played their home games can seat how many people?,ERROR,"3,677 seated",0.0,0.0,0.00,0,0,0
"Who is older, Annie Morton or Terry Richardson?",ERROR,Terry Richardson,0.0,0.0,0.00,0,0,0
Are Local H and For Against both from the United States?,ERROR,yes,0.0,0.0,0.00,0,0,0
"What is the name of the fight song of the university whose main campus is in Lawrence, Kansas and whose branch campuses are in the Kansas City metropolitan area?",ERROR,Kansas Song,0.0,0.0,0.00,0,0,0
"What screenwriter with credits for ""Evolution"" co-wrote a film starring Nicolas Cage and Téa Leoni?",ERROR,David Weissman,0.0,0.0,0.00,0,0,0
What year did Guns N Roses perform a promo for a movie starring Arnold Schwarzenegger as a former New York Police detective?,ERROR,1999,0.0,0.0,0.00,0,0,0
Are Random House Tower and 888 7th Avenue both used for real estate?,ERROR,no,0.0,0.0,0.00,0,0,0
The football manager who recruited David Beckham managed Manchester United during what timeframe?,ERROR,from 1986 to 2013,0.0,0.0,0.00,0,0,0
Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,ERROR,"9,984",0.0,0.0,0.00,0,0,0
The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,ERROR,the North Atlantic Conference,0.0,0.0,0.00,0,0,0
Are Giuseppe Verdi and Ambroise Thomas both Opera composers ?,ERROR,yes,0.0,0.0,0.00,0,0,0
Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,ERROR,1969 until 1974,0.0,0.0,0.00,0,0,0
"Which writer was from England, Henry Roth or Robert Erskine Childers?",ERROR,Robert Erskine Childers DSC,0.0,0.0,0.00,0,0,0

Summary,,,,,,,,
Exact Match,,,0.0000,,,,,
F1 Score,,,0.0000,,,,,
Latency/Q (s),,,0.00,,,,,
Total Latency (s),,,0.00,,,,,
Tokens/Q,,,0,,,0,0,0
Examples,,,20,,,,,
